val	data0	data1	data2	data3	data4	data5	data6	data7	data8	data9	data10	data11	data12	data13	data14	data15	data16	data17	data18	data19	data20	data21	data22	data23	data24	data25	data26	data27	data28	data29	data30	data31	data32	data33	data34	data35	data36	data37	data38	data39	data40	data41	data42	data43	data44	data45	data46	data47	data48	data49	data50	data51	data52	data53	data54	data55	data56	data57	data58	data59	data60	data61	data62	data63	data64	data65	data66	
d	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	
class
u3	41	71	30	0	0	0	0	0	0	3	5	1	1	1	3	4	4	0	0	0	0	0	0	0	0	1	2	2	2	2	2	6	7	1	1	0	0	0	1	1	2	2	2	2	1	0	0	0	0	0	0	0	0	4	2	3	2	2	1	2	2	4	5	4	3	2	1
u1	43	77	34	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	1	1	2	2	2	2	2
u3	42	78	36	0	0	0	0	0	0	4	6	1	2	2	2	2	3	0	0	0	0	0	0	0	0	0	0	2	2	2	3	3	2	2	1	0	0	1	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	3	3	2	2	1	1	3	4	3	2	2	1	2	0
u4	30	77	47	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	0	0	0	0	0	0
u1	25	55	30	0	0	0	0	0	0	0	0	0	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	2	2	1	2	3	2	2	0
u1	41	76	35	0	0	0	0	0	0	0	2	3	2	2	1	1	1	0	0	0	0	0	0	0	0	0	3	3	2	1	1	2	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	2	1	3	2	1	0	0	0	0	1	1	2	2	2	4
u3	32	62	30	0	0	0	0	0	0	3	3	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	3	4	3	2	6	6	1	1	1	0	0	0	0	0	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	2	2	1	2	3	3	4	5	2	1	4
u1	24	53	29	0	0	0	0	0	0	5	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	2	2	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	3	4	2
u1	39	71	32	0	0	0	0	0	0	0	0	0	0	0	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	1	1	1	1	1	1	1	2	2	1	2
u4	44	75	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	1	1	1	1	1	2	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	2	2	2	2	1	1	3	1	0	0
u2	44	82	38	0	0	0	0	0	1	2	2	0	0	0	1	2	1	2	1	0	0	0	0	1	1	2	1	2	1	3	1	2	2	0	0	0	0	2	3	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	2	1	2	2	1	3	1	0	0	0	3	3
u1	42	71	29	0	0	0	0	0	0	0	1	4	3	2	2	0	0	0	0	0	0	0	0	0	0	4	6	1	2	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	2	2	2	2	1	0	0	1	1	2	3	2	1	1	0	0	0	0	0	0	0	2	7
u1	42	80	38	0	0	0	0	0	0	0	1	2	1	2	1	1	0	0	0	0	0	0	0	0	0	0	2	3	2	2	1	1	2	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	1	0	1	3	2	3	3
u1	20	53	33	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	1	1	2	3	3	1	0
u12	25	66	41	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	1	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	1	1	2	3	4	0	0	0
u13	22	62	40	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	3	2	3	2	2	1	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	1	1	5	2	7	0	0	0
u12	26	60	34	0	0	0	0	0	1	2	2	2	1	1	2	2	2	0	0	0	0	0	0	3	5	2	1	1	1	1	1	1	0	1	1	0	0	0	0	1	2	1	1	1	2	2	2	1	1	2	0	0	3	4	2	1	0	0	0	0	0	0	0	0	0	4	3
u13	34	69	35	0	0	0	1	2	1	1	1	1	1	1	2	2	1	1	0	0	0	0	3	2	1	1	1	3	2	3	2	2	2	2	4	0	0	0	0	1	1	2	2	1	0	1	2	2	2	0	0	0	0	4	5	0	0	0	0	0	6	4	2	2	6	0	0
u6	36	63	27	0	0	0	4	3	1	1	2	2	2	2	4	7	6	0	0	0	0	0	4	4	2	1	2	1	1	1	3	3	3	2	2	0	1	2	2	2	2	1	1	1	1	2	2	2	2	2	1	3	5	2	2	2	3	3	3	3	2	3	1	2	2	0	3
u5	43	73	30	0	0	1	5	3	3	2	2	2	1	2	2	2	5	0	0	0	0	2	5	2	2	1	2	1	2	1	1	1	6	2	1	0	0	0	3	3	5	3	2	2	2	1	2	3	3	1	0	0	0	0	3	4	4	2	1	1	1	1	1	1	1	6	3
u9	28	63	35	0	0	0	0	0	0	0	0	3	4	1	1	2	1	2	0	0	0	0	2	3	1	0	1	3	4	2	2	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	4	4	3	3	3	2	3	5	2	2	0	2
u10	48	76	28	0	0	0	4	3	2	3	5	2	4	2	0	0	0	0	0	0	0	0	4	2	2	1	3	3	2	4	3	2	1	1	1	1	2	1	2	2	4	3	2	2	2	1	2	2	1	1	1	2	2	0	0	0	0	2	2	2	1	1	3	1	2	3	4
u14	29	55	26	0	0	0	0	0	0	1	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	5	6	2	1	1	2	2	2	2	3	0	0	0	0	0	0	1	2	2	2	1	2	2	1	1	0	0	0	0	1	3	1	0	0	0	0	0	1	2	5	4	3
u15	36	62	26	0	0	0	0	0	0	0	0	1	3	3	2	2	2	0	0	0	0	0	0	0	0	0	5	2	1	3	2	2	3	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	3	2	2	6	2	0	3	3	2	2	2	3
u16	35	70	35	0	0	0	0	0	1	1	2	1	1	2	2	1	1	1	1	0	0	0	0	0	3	1	0	1	3	3	2	2	1	2	2	0	0	0	0	0	0	1	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	4	6	2	4	2	2	2	1	1	2
u11	39	74	35	0	0	0	1	2	2	2	2	7	5	3	6	5	3	0	0	0	0	0	6	6	2	1	0	4	4	5	5	4	3	0	0	0	0	1	2	1	1	2	2	2	2	1	2	2	3	2	1	1	5	3	5	4	4	4	3	2	4	2	2	6	4	3	2
u7	39	64	25	0	0	0	0	0	0	6	1	1	1	0	2	4	4	0	0	0	0	0	0	0	0	4	2	1	1	4	1	2	2	2	3	0	0	2	1	1	1	1	1	1	1	1	2	1	0	0	0	0	2	2	1	2	1	1	3	1	1	2	4	5	3	0	0
u6	36	63	27	0	0	0	3	2	1	1	1	2	2	1	2	6	6	0	0	0	0	0	4	2	2	2	2	2	2	1	6	4	2	1	2	0	1	1	2	2	1	1	0	1	1	1	2	4	3	0	0	2	4	3	2	2	2	2	2	2	2	1	1	4	6	3	1
u7	43	70	27	0	0	0	1	2	3	2	2	1	2	1	2	2	3	5	0	0	0	4	5	4	2	1	1	4	5	4	3	2	3	2	1	0	0	0	2	2	1	2	3	3	2	2	3	3	4	0	0	2	5	3	1	1	0	2	2	1	4	5	6	5	3	0	0
u5	44	69	25	0	0	0	0	0	0	5	5	1	1	2	3	3	4	4	0	0	0	0	0	0	0	8	3	1	1	1	1	1	2	6	5	0	0	0	2	2	2	2	2	2	1	1	1	1	1	2	2	0	0	2	3	3	3	3	4	1	1	2	2	1	2	3	6
u8	36	74	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	5
u8	34	70	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	6
u8	26	42	16	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	7	3	3	2	2	2	2	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	2	2	1	1	8	8	4	1	0
u1	38	78	40	0	0	0	6	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	1	1	2	1	0	1	0	2	3	2	2	2	1	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	0
u3	37	72	35	0	0	0	0	0	3	4	2	1	4	6	0	0	0	0	0	0	0	0	0	0	0	2	2	4	3	2	2	1	1	1	2	0	1	2	1	2	1	1	1	1	2	1	0	0	0	0	0	0	0	3	2	1	1	2	2	2	1	1	2	2	2	5	1
u3	40	76	36	0	0	0	0	0	4	6	2	2	4	4	4	0	0	0	0	0	0	0	0	0	0	2	3	2	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	2	2	1	0	0	0	0	0	3	2	1	1	1	1	2	3	0	0	1	2	2	3	2	0
u0	43	76	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u0	47	85	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	30	67	37	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	1	1	2	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	2	2	2	2	2	2
u0	32	70	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	40	74	34	0	0	0	0	0	0	6	6	2	2	1	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	2	1	1	2	1	1	0	0	2	2	2	2	2	2	2	2	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	3	1	3	3
u4	49	78	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1
u4	50	81	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	3
u1	34	78	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	3	2	0
u4	40	79	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	1	2	1
u3	47	73	26	0	0	0	0	3	4	1	1	2	2	3	1	0	0	0	0	0	0	0	0	0	1	3	1	1	1	1	6	2	1	1	1	0	0	0	0	3	2	2	2	2	1	2	0	0	0	0	0	0	0	0	0	1	3	2	2	1	1	1	2	3	2	2	2
u1	47	73	26	0	0	0	0	0	0	0	0	0	0	4	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	1	1	1	1	2	3	1	3	2	0
u3	49	82	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	2	3	3	3	3	7	5	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	3	5	6	4	2
u1	46	78	32	0	0	0	0	0	0	0	0	0	0	0	2	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	3	2	1	2	1	1	0
u3	43	80	37	0	0	0	0	0	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	3	0
u4	40	77	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
u1	35	70	35	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	4	5	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	2	2	2	2	2	2	2	1
u1	43	75	32	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	1	1	1	1	1	2	2	2	1	0	0
u3	42	62	20	0	0	0	0	0	0	7	5	3	2	1	3	3	1	0	0	0	0	0	0	0	0	0	1	3	3	3	2	5	7	2	2	0	2	2	1	1	2	2	2	1	0	0	0	0	0	0	0	0	1	2	3	1	2	2	2	3	3	4	3	4	3	4	3
u1	40	75	35	0	0	0	0	0	0	0	0	5	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	2	3	2	2	2	2	2	2	2	0	0
u1	39	71	32	0	0	0	0	0	0	0	2	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	2	1	0	0	1	1	1	1	2	2	1	2	2	0
u4	45	76	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	1	1	0	1	1	1	0	0
u2	43	77	34	0	0	0	0	0	0	0	0	1	3	4	2	1	2	1	2	0	0	0	0	0	0	0	1	2	2	2	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	4	3	1	2	1	1	2	2	1	3	2	1
u1	38	79	41	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	2	1	1	2	1	0	1	1	2	1	1	0	1	2	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1
u1	37	74	37	0	0	0	0	0	0	0	0	0	0	0	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	1	1	1	1	2	3	2	2	1	0
u1	35	76	41	0	0	0	0	0	0	0	0	4	2	2	1	2	1	2	0	0	0	0	0	0	0	0	1	5	2	2	2	2	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	2	1	3	2	1	1	1	1	1	2	3	3	4	2
u12	35	72	37	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	4	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	1	0	1	1	2	1	2
u13	35	77	42	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	5	3	4	4	3	2	1	2	3	3	0	0	0	0	0	0	0	0	0	1	2	1	1	1	2	0	0	0	0	0	0	0	0	3	5	1	0	0	5	3	2	6
u12	41	78	37	0	0	0	0	0	2	2	2	1	1	1	1	1	1	1	2	0	0	0	0	2	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	2	2	1	2	2	1	0	2	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	3	0	0
u13	41	75	34	0	0	0	0	1	3	3	2	2	2	1	1	1	1	0	0	0	0	0	0	3	3	1	1	3	3	2	2	1	2	3	3	0	0	0	2	2	2	1	2	1	2	2	1	2	0	0	0	0	0	5	3	0	0	0	0	5	4	3	2	1	4	0	0
u6	43	71	28	0	0	0	2	3	2	2	1	1	1	4	3	2	3	0	0	0	0	0	3	2	1	1	0	1	1	3	3	3	3	1	1	0	0	2	1	2	2	2	1	0	0	1	1	2	2	1	0	1	6	1	2	1	1	1	1	1	1	1	1	2	4	0	6
u5	45	76	31	0	0	0	0	0	0	2	3	6	3	2	2	4	3	2	0	0	0	0	0	0	3	2	1	1	2	3	4	5	3	3	2	0	0	0	0	1	2	2	0	1	1	1	1	2	0	0	0	1	2	2	3	4	3	3	4	4	3	2	2	3	5	4	0
u9	40	77	37	0	0	0	0	0	0	0	0	3	3	1	1	2	1	0	0	0	0	0	2	3	1	2	3	1	3	2	2	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	4	0	0	0	0	0	4	4	3	2	4	2	4	2	1	0	0
u10	44	79	35	2	3	2	1	2	1	3	3	2	2	3	0	1	4	1	1	3	3	2	2	1	1	2	2	2	0	0	1	1	1	2	2	0	0	2	4	2	2	3	4	4	2	3	1	1	2	1	2	0	0	3	2	1	1	4	3	4	1	1	0	0	0	0	3
u14	36	77	41	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	2	0	0	0	0	0	0	3	2	0	0	1	2	1	1	0	1	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	3	2	1	0	0	1	0	1	2	1	1
u15	38	75	37	0	0	0	2	2	1	2	1	1	1	1	1	1	3	0	0	0	3	1	3	1	1	3	3	2	1	1	2	4	3	1	1	0	0	0	0	2	3	2	1	6	1	2	3	1	0	0	2	0	0	0	0	4	2	1	1	2	5	2	2	1	2	1	0
u16	42	75	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	2	4	2	2	3	3	2	1	1	0	0	0	0	0	0	0	0	3	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	5	5	2	1	1	1	2	1
u11	40	75	35	1	2	2	2	2	1	1	4	4	0	0	0	0	0	0	0	4	3	1	1	1	1	0	0	2	2	2	3	3	4	4	5	0	0	0	4	3	2	3	3	2	1	1	2	1	1	1	2	0	0	0	0	1	1	1	1	7	5	4	2	2	1	2	2
u7	43	71	28	0	0	0	2	3	1	2	2	1	1	1	6	5	0	0	0	0	0	0	4	2	2	1	5	3	3	4	4	3	2	2	2	1	2	1	1	1	1	2	1	1	2	2	3	3	3	0	0	0	3	1	2	2	2	2	2	5	6	3	2	3	4	0	0
u6	42	71	29	0	0	0	0	0	0	3	3	1	2	1	1	1	1	3	0	0	0	0	0	0	0	3	2	1	1	1	1	1	1	4	4	0	0	0	0	1	2	2	1	1	1	2	1	0	0	0	0	0	5	3	1	1	0	0	0	0	1	2	2	2	2	1	4
u7	46	77	31	0	0	0	1	2	3	1	1	1	1	1	1	1	5	0	0	0	0	0	5	2	2	3	2	0	0	1	3	3	5	1	1	0	0	0	2	1	1	2	2	2	1	1	3	2	2	1	2	0	0	5	1	1	1	1	1	1	1	1	2	3	3	2	1
u5	48	78	30	0	0	0	0	0	0	2	1	4	5	3	1	2	5	2	0	0	0	0	0	0	4	2	1	1	2	2	2	1	3	1	3	0	0	0	0	0	2	1	0	1	1	1	1	1	2	0	0	0	2	3	4	3	2	4	4	4	0	2	1	1	0	6	1
u8	44	81	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	1	2	1	1	1	3	3	2	1	1	0	0	0	0	0	0	0	0	0	0	3	4	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	8	1	1	2	1
u8	42	77	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	1	1	1	1	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	5	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	2
u8	24	49	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	3	4	2	1	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	0	0	0	0	0	0	0	3	4	2	1	0	0	0	0	0
u1	44	70	26	0	0	0	0	0	0	0	0	0	0	0	4	7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	3	2	2	2	3	2	3	2	2	2	2	0
u3	47	76	29	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	2	2	3	3	3	3	3	2	3	2	0	0	0	0	0	0	0	3	5	3	3	3	2	2	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	1	5	5
u3	37	57	20	0	0	0	3	4	3	2	2	2	3	4	2	0	0	0	0	0	0	0	2	3	3	2	2	3	2	3	8	5	3	1	1	0	0	0	2	4	3	3	2	2	3	2	2	2	1	0	0	0	0	0	0	3	3	3	2	2	3	3	2	2	4	4	6
u0	45	67	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u0	39	79	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	27	62	35	0	0	0	0	0	0	0	0	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4	5	2	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	1	2	2	2	3	2	2	3	2
u0	36	66	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	45	74	29	0	0	0	0	0	0	0	0	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	2	2	1	1	2	4	3	0
u4	43	81	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	2	2	2
u4	50	87	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	1
u1	40	89	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	3	3	3
u4	35	81	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	2	3
u3	50	68	18	0	0	0	0	0	0	2	5	5	3	3	3	4	3	0	0	0	0	0	0	0	0	0	1	4	3	3	3	2	3	8	5	0	0	0	1	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	3	5	6	4	3	3	2	3	5	5	6	5	2
u1	50	77	27	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	3	3	2	3	3	2	0
u3	46	74	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	4	4	3	3	3	4	3	2	0	0	0	0	0	0	0	0	1	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	3	4	3	2	2	4	5	3
u1	46	75	29	0	0	0	0	0	0	0	0	1	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	4	4	3	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	2	2	2	3	3	2	3	2	2
u3	40	75	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	2	2	3	4	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	4	5
u4	47	94	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0
u1	51	78	27	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	4	5	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	2	2	1	2	2	2	3	2	0
